datetime,code,price,stock,category,supplier,is_discounted
2025-09-04 09:16:47,HA2087,9.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI2821,21.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,NIKI830SNM,2.1,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,GL6400,18.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HA2099,14.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,LUM3027S,6.8,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,NIKI2030SNM,3.7,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HEMI830PIR,14.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HEMI830,11.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP281,2.0,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,NIKI2060RWDIM,4.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MCPS90,0.6,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MCPT120,0.6,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI5505CW,10.5,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,FR3060,3.5,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI2841,27.5,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HA5504T900,15.5,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,GL4012,9.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI2742,21.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI2212,17.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI019CW,6.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HA5504,11.5,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI2851,27.5,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MARA2660RNM,4.3,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI8003,69.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HA5504A,18.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MARA830SNM,1.3,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MARA2640RNM,4.3,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI2661,23.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,LED92382SG,3.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI019CWW,6.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,FR3060N,3.7,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,NIKI2040RWDIM,4.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI7441B,6.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MARA2630RW,3.8,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI2602,25.5,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,NIKI840SNM,2.1,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,GL800034LED,56.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HA2085,10.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HI8453-650,28.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,HA2027,9.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,NIKI1460SW,2.2,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,GD35CBGU10TW,28.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,FYZD920S,99.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP211,1.2,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MARA2630SNM,4.5,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,LUM2027S,5.5,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,TBW,5.0,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SWAL,4.0,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SW4M,1.0,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,VERA540RWN,5.0,73,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,PILO301204030,37.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,PILO301204065,37.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,P172,2.9,60,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SC191,1.2,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SC171,1.0,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V2030,6.6,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V2060,6.6,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V5030,12.9,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V5040,12.9,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V10030,27.4,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V10040,27.4,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V15030,44.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V1040S,11.9,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V2040S,14.4,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V2060S,14.4,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V3040S,16.7,65,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,V3060S,16.7,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,PLATO1240SW,5.4,18,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,THEROC660RNM,2.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,THEROC660SNM,2.1,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,T5LED15NW,15.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SLIM12,9.5,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,THEROC630S,1.9,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,THEROB560R,1.9,13,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SLIM33W,4.3,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,ULD16,10.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SLIM01,5.4,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SLIM12R,9.6,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SC281,1.2,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SC211,1.0,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,ULD16B,10.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SLIM11R,9.4,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SLIM02R,4.5,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,ULD16Y,10.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,THEROB1060R,2.95,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,THEROC630SNM,2.1,13,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,ULD16W,10.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,SC31,0.5,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,W18251SS,7.0,6,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,X15030,18.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,X15040,18.0,8,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP125,0.3,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP151,0.3,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP108,0.3,223,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP109,0.3,223,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP50N,0.4,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP2L,0.4,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP191,0.5,63,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP171,0.5,63,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP235,2.0,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP189,0.2,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP160,0.2,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP230,1.5,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP207NH,6.6,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP210NH,5.6,63,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,EP162,0.2,143,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,P30T1200,131.0,60,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MC113,0.15,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MCP9075,2.0,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MC117119,0.15,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MC161,0.15,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MC52180,2.5,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MC5290,2.5,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MCPTS180,0.6,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MC163,0.15,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MC124,0.15,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.10612B,1.5,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.10612,1.5,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MC108109,0.15,81,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,CEIL66120,0.5,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,117AKKO115,0.0,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MK0522RB,33.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,MK0532SB,33.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,DLA11853B,28.0,6,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,LST50050,317.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,03800212223368,432.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,03800212224860,292.0,6,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,03800220250011,424.0,6,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,03800220250141,313.6,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,03800220250516,188.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,03800220251193,345.6,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,03800220251254,356.0,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,211242,0.7,6,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,211243,0.9,6,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,211249,1.0,6,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,28076,6.7,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,282N3X18CW,34.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,282U3X18C,34.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,282U3X18CW,34.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,475CU14H,2.2,65,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,475CU16H,2.6,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,4MTT,10.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.0453254CPA,2.6,65,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.045B813G,1.5,65,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.045B813GAB,1.5,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.045B813GM,1.5,65,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.045B813N,1.5,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.045B813W,1.2,65,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.045R80GM,3.1,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.045R80GO,3.1,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.045XFPG,1.6,65,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1000,3.3,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1001,16.6,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1001BLA,18.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1001BLU,18.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1001BR,18.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1001GR,18.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1001GRE,18.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1001R,18.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1001YE,18.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1004,23.7,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1004BLA,26.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1004BLU,26.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1004BR,26.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1004GR,26.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1004GRE,26.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1004R,26.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1004YE,26.4,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1005C,1.35,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1006,3.1,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1007,3.3,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1011B,1.2,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1012,0.68,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1012B,0.68,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.10610,4.7,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.10610B,4.7,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.10611,1.4,30,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.10613,0.8,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1064BLU,58.0,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1064GR,58.0,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1064R,58.0,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1064YE,58.0,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.1069,4.7,15,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.5228FC,26.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.5418FHL,28.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.5428FC,45.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.54C,0.5,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,AC.F5118,15.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,ARCA4830RW,64.0,18,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,ARCA4840RW,64.0,18,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,B027DL,24.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,BASE01,3.3,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,BASE01F,5.3,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,BASE02,6.3,3,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,BEL1027,22.0,9,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,BEL1064,22.0,37,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,BGS1,17.0,6,Άγνωστη Κατηγορία,AcaLight,
2025-09-04 09:16:47,BHIGH15050,145.0,9,Άγνωστη Κατηγορία,AcaLight,
